,Text,label,predicted
450,Convenience.,normal,normal
451,It's to tall for me I have to open the car door to reach the  screen,drive-up height/layout,drive-up height/layout
452,I went to pick up cash to give to a friend who needed a little help.  So easy to access at night.,normal,normal
453,It would be nice to some how adjust the screen to suit the height of each car.,normal,drive-up height/layout
454,"After deposit, I must re-enter my card to perform additional transaction?",chaining,chaining
455,Saves time,normal,normal
456,Ease of use,normal,normal
457,"Quick, efficient.",normal,normal
458,Easy,normal,normal
459,"Easy to deposit my cash and not like the last time where the cash was taken and not returned or deposited, thus creating a problem",normal,normal
460,1-have atm disburse funds in denominations smaller than $20. 2. drive up atm is hard to reach.,multi-denomination,multi-denomination
461,The new ATM is very easy to use and to understand.  I had no problems following prompts.,normal,normal
462,I never have any problems with my banking,normal,normal
463,Everything is fine,normal,normal
464,I deposited funds and received a receipt immediately of availability of funds and  the transaction made.,normal,normal
465,Efficient quick banking experience,normal,normal
466,Easy to use,normal,normal
467,ATM's are easy to use and i see no reason why they would cause any issues with experience,normal,normal
468,I noticed the Atm in a new location with an updated look. Easy to use and looks great!,normal,normal
469,Convenient location,normal,normal
470,She got the job done,normal,normal
471,"The ATM is very innovative and convenient. I get off of work late and by that time the bank is always closed; however, I can withdraw or deposit checks or money at the ATM at anytime.",normal,normal
472,"All needs met, convenient location, clean and safe.",normal,normal
473,Lighting safety and new machine,normal,normal
474,Fast service,normal,normal
475,I’m very happy with you guys,normal,normal
476,"Nice atm, nice location,",normal,normal
477,"When pulling more than $200 from the ATM, I prefer $50’s rather than all $20’s. First $200 - all $20’s everything above $200 should be $50’s",multi-denomination,multi-denomination
478,Smooth transactions. No line.  No hassle. I was in and out,normal,normal
479,In and out no waiting only thing is I have Hyundai and Lexus it’s hard to reach the atm it’s so high I have to pen my door,normal,normal
480,It was very convenient & easy to follow directions.Thx so much!!,normal,normal
481,Short lines.  Ease of use.,normal,normal
482,The machine works fast. I like that.,normal,normal
483,Fast and Convenient,normal,normal
484,Ease with which I did the transaction.,normal,normal
485,"The level of security of the front door locking after i enter the lobby area to use the ATM, the way it is very easy to quickly do the steps to perform a cash deposit into my checking account and the way the ATM is able to quickly print a paper receipt of my deposit transaction.",normal,normal
486,No waiting location off the beaten path new atm,normal,normal
487,Machine works great! I wish it gave option for fifties like Wells Fargo.,normal,normal
488,Es bien f?cil y sencillo utilizar los ATM le ahorra mucho tiempo a los clientes,normal,normal
489,Quick and easy to use.,normal,normal
490,Easy to insert money into machine,normal,normal
491,"What can I say? It's an ATM.  It either works well or not at all.  So I've had no problem with it.  I do occasionally miss the BOA branch in the local Albertsons.  But as long as you keep the ATM in Azle, I'm a pretty happy camper.",normal,normal
492,Levittown and East Meadow along with many BOA do not have drive up ATM’s. Having to bring your child in the bank just to use the ATM is very inconvenient.,add location,add location
493,I want to complain about the fact that ther cost of bank checks just went up to $15 each.   Also you know for for money orders. For these 2 reasons I will be leaving Bank of America after the New Year,normal,improve customer service
494,Everything goes fast,normal,normal
495,deposited checks without any problems.I get cash when I need it without any problems.,normal,normal
496,"Perfect banking, though I do wish you hadn't closed down so many branches!",normal,normal
497,Convenient and real easy to operate.,normal,normal
498,Dumpster doors at exit are usually wide open making it hard to drive out,safety/cleanliness,door/parabit reader
499,"The ATM is a time saver and gives a better record of deposit transactions than a teller. It would be perfect if there was more than one ATM and they were located under more protection. Presently, if a line forms, someone either blocks the door to the bank or must stand in the parking lot.",normal,normal
500,Easy,normal,normal
501,The door did not lock behind me and when I turned around after my transaction someone was standing in the room right behind me.  The room unlocks with my debit card and I assumed I was locked safely in the room while I was completing my transaction.  This is a problem for me - there are very few Bank of America's ATM's in my area.  I wan to be safe,door/parabit reader,door/parabit reader
502,I was able to easily acccomplish my objective.,normal,normal
503,"I enjoy the location of this ATM, due to living near the Plaza..",normal,normal
504,There are about 5 teller windows and every **** time there is only one window open. Every time I go there to do something I stand in line for 25 minutes unfortunately.,improve customer service,add location
505,The site is close to my residence and easy accessibility to the ATM machine,normal,normal
